"Academic Year","Term","Subject","Course No.","Course Title","Instructor","GPA","A (%)","A- (%)","B+ (%)","B (%)","B- (%)","C+ (%)","C (%)","C- (%)","D+ (%)","D (%)","D- (%)","F (%)","Withdraws","Graded Enrollment","CRN","Credits"
"2016-17","Fall","CS","4994","Undergraduate Research","Ribbens","3.87","80","6.7","6.7","6.7","0","0","0","0","0","0","0","0","0","15","82490","  3"
"2016-17","Fall","CS","4994","Undergraduate Research","Tilevich","3.87","80","6.7","6.7","6.7","0","0","0","0","0","0","0","0","0","15","82490","  3"
"2016-17","Fall","CS","4994","Undergraduate Research","Wang","3.87","80","6.7","6.7","6.7","0","0","0","0","0","0","0","0","0","15","82490","  3"
"2016-17","Fall","CS","5704","Software Engineering","Balci","3.93","86.7","6.7","6.7","0","0","0","0","0","0","0","0","0","0","15","82508","  3"
"2016-17","Spring","CS","2304","Self Study Prog Sys","Hartsock","3.73","71.1","6.7","2.2","13.3","4.4","0","2.2","0","0","0","0","0","4","45","12594","  1"
"2016-17","Spring","CS","6704","TS:Software Engineering Rsrch","Meng","3.79","60","26.7","0","13.3","0","0","0","0","0","0","0","0","0","15","12678","  3"
"2016-17","Spring","CS","4204","Computer Graphics","Gracanin","2.79","26.7","6.7","6.7","6.7","0","20","26.7","0","0","6.7","0","0","1","15","18155","  3"
"2016-17","Spring","CS","5526","Data Analytics","Huang","3.98","93.3","6.7","0","0","0","0","0","0","0","0","0","0","0","15","18671","  3"
"2017-18","Spring","CS","5560","Fundamentals of Info Security","Lou","3.72","53.3","26.7","0","20","0","0","0","0","0","0","0","0","0","15","19272","  3"
"2018-19","Fall","CS","4704","Software Engineering Capstone","Servant Cortes","4","100","0","0","0","0","0","0","0","0","0","0","0","0","15","82731","  3"
"2018-19","Fall","CS","5774","User Interface Software","Luther","3.65","53.3","26.7","6.7","6.7","0","0","0","6.7","0","0","0","0","0","15","89538","  3"
"2018-19","Spring","CS","5525","Data Analytics","Karpatne","3.61","26.7","40","20","13.3","0","0","0","0","0","0","0","0","0","15","12872","  3"
"2019-20","Fall","CS","3604","Professionalism in Computing","Tatar","3.36","13.3","40","20","6.7","6.7","13.3","0","0","0","0","0","0","1","15","82824","  3"
"2019-20","Fall","CS","6824","Adv Topics Comp Biol & Bioinfo","Zhang","3.94","80","20","0","0","0","0","0","0","0","0","0","0","0","15","82995","  3"
"2019-20","Fall","CS","6524","Deep Learning","Huang","3.85","66.7","20","13.3","0","0","0","0","0","0","0","0","0","0","15","90950","  3"
"2020-21","Fall","CS","5824","Advanced Machine Learning","Wang","3.96","86.7","13.3","0","0","0","0","0","0","0","0","0","0","0","15","83137","  3"
"2020-21","Fall","CS","5834","Intro to Urban Computing","Ramakrishnan","3.81","53.3","33.3","13.3","0","0","0","0","0","0","0","0","0","0","15","83139","  3"
"2020-21","Spring","CS","5040","Intermed Data Struct/Algorithm","Edmison","3.18","33.3","20","13.3","13.3","0","6.7","0","6.7","0","0","0","6.7","0","15","13282","  3"
"2020-21","Spring","CS","5934","Capstone Project","Hooshangi","3.89","80","13.3","0","6.7","0","0","0","0","0","0","0","0","0","15","21231","  3"
"2020-21","Spring","CS","4984","SS: Data-Centric Comp Capstone","Eldardiry","3.89","73.3","20","6.7","0","0","0","0","0","0","0","0","0","0","15","21394","  3"
"2020-21","Spring","CS","5614","Database Management Systems","Gulzar","3.67","53.3","20","6.7","13.3","6.7","0","0","0","0","0","0","0","0","15","21457","  3"
"2021-22","Fall","CS","3654","Intro Data Analytics & Visual","Xing","3.25","33.3","13.3","20","13.3","0","0","6.7","13.3","0","0","0","0","1","15","83114","  3"
"2021-22","Fall","CS","3754","Cloud Software Development","Balci","3.15","40","6.7","26.7","0","6.7","0","6.7","6.7","0","0","0","6.7","2","15","92082","  3"
"2021-22","Spring","CS","5024","Ethics & Professionalism in CS","Greening","3.79","40","53.3","6.7","0","0","0","0","0","0","0","0","0","0","15","13407","  3"
"2021-22","Spring","CS","6604","TS: Hot Topics in Secty and AL","Viswanath","3.29","33.3","13.3","13.3","26.7","6.7","0","0","0","0","0","6.7","0","0","15","13507","  3"
"2014-15","Fall","CS","1604","Introduction to the Internet","Luke","3.17","25.5","17","17","17","10.6","2.1","0","6.4","0","0","0","4.3","3","47","86568","  1"
"2012-13","Fall","CS","4124","Theory of Computation","Watson","2.57","6.3","6.3","18.8","6.3","18.8","0","25","12.5","0","6.3","0","0","0","16","91993","  3"
"2012-13","Fall","CS","4284","Systems & Networking Capstone","Butt","3.54","56.3","12.5","25","0","0","0","0","0","0","0","0","6.3","0","16","91995","  3"
"2012-13","Fall","CS","4704","Software Engineering","Balci","2.37","0","0","6.3","18.8","25","6.3","12.5","31.3","0","0","0","0","1","16","97499","  3"
"2012-13","Fall","CS","5525","Data Analytics","Lu","3.58","12.5","62.5","12.5","6.3","6.3","0","0","0","0","0","0","0","0","16","98111","  3"
"2012-13","Spring","CS","4414","Issues in Scientific Computing","Onufriev","3.26","31.3","18.8","0","18.8","12.5","12.5","6.3","0","0","0","0","0","0","16","12120","  3"
"2013-14","Fall","CS","4284","Systems & Networking Capstone","Cameron","4","100","0","0","0","0","0","0","0","0","0","0","0","0","16","92097","  3"
"2013-14","Fall","CS","5525","Data Analytics","Leman","4","100","0","0","0","0","0","0","0","0","0","0","0","0","16","92120","  3"
"2014-15","Fall","CS","3824","Intro Comp Bio Bioinformatics","Heath","3.24","25","6.3","18.8","31.3","6.3","12.5","0","0","0","0","0","0","0","16","82158","  3"
"2014-15","Fall","CS","4994","Undergraduate Research","Arthur","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Cameron","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Dunlap","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Gracanin","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Heath","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","McCrickard","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","McQuain","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Raghvendra","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Ribbens","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Tatar","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Watson","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Fall","CS","4994","Undergraduate Research","Yao","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","1","17","82171","  1"
"2014-15","Spring","CS","4994","Undergraduate Research","Arthur","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","12312","  1"
"2014-15","Spring","CS","4994","Undergraduate Research","Butt","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","12312","  1"
"2014-15","Spring","CS","4994","Undergraduate Research","Dunlap","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","12312","  1"
"2014-15","Spring","CS","4994","Undergraduate Research","Ribbens","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","12312","  1"
"2014-15","Spring","CS","4994","Undergraduate Research","Rodriguez-Camilloni","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","12312","  1"
"2014-15","Spring","CS","4284","Systems & Networking Capstone","Back","3.68","43.8","18.8","37.5","0","0","0","0","0","0","0","0","0","0","16","19508","  3"
"2014-15","Spring","CS","3414","Numerical Methods","Tranquilli","2.34","12.5","12.5","6.3","12.5","6.3","0","6.3","12.5","0","25","6.3","0","0","16","20355","  3"
"2015-16","Fall","CS","3414","Numerical Methods","Nino Ruiz","2.93","12.5","12.5","6.3","12.5","37.5","0","18.8","0","0","0","0","0","1","16","89024","  3"
"2015-16","Spring","CS","2104","Intro to Problem Solving in CS","Watson","2.71","6.3","6.3","6.3","18.8","25","12.5","25","0","0","0","0","0","2","16","12503","  3"
"2015-16","Spring","CS","5754","Virtual Environments","Polys","3.94","81.3","18.8","0","0","0","0","0","0","0","0","0","0","0","16","12571","  3"
"2015-16","Spring","CS","5854","Computational Systems Biology","Murali","3.53","12.5","50","18.8","18.8","0","0","0","0","0","0","0","0","0","16","19518","  3"
"2016-17","Fall","CS","4284","Systems & Networking Capstone","Cameron","4","100","0","0","0","0","0","0","0","0","0","0","0","0","16","82480","  3"
"2016-17","Spring","CS","3654","Intro Data Analytics & Visual","Sengupta","3.77","68.8","6.3","18.8","0","6.3","0","0","0","0","0","0","0","1","16","12611","  3"
"2017-18","Fall","CS","6604","TS: Applied ML in Security","Wang","3.96","87.5","12.5","0","0","0","0","0","0","0","0","0","0","0","16","82641","  3"
"2018-19","Fall","CS","6704","Adv Topics S/W Eng","Servant Cortes","3.98","93.8","6.3","0","0","0","0","0","0","0","0","0","0","0","16","89999","  3"
"2018-19","Spring","CS","5590","System and Software Security","Hicks","3.88","87.5","0","0","12.5","0","0","0","0","0","0","0","0","0","16","19519","  3"
"2019-20","Fall","CS","6804","TS:Graph Machine Learning","Eldardiry","3.79","81.3","6.3","0","6.3","0","0","6.3","0","0","0","0","0","0","16","91499","  3"
"2019-20","Fall","CS","2114","Softw Des & Data Structures","Haqq","2.83","25","12.5","18.8","12.5","0","0","18.8","0","0","0","0","12.5","2","16","91724","  3"
"2019-20","Spring","CS","5114","Theory of Algorithms","Cho","3.34","18.8","31.3","12.5","18.8","6.3","12.5","0","0","0","0","0","0","0","16","20512","  3"
"2020-21","Fall","CS","5834","Intro to Urban Computing","Ramakrishnan","3.79","62.5","18.8","12.5","6.3","0","0","0","0","0","0","0","0","0","16","83140","  3"
"2020-21","Spring","CS","3654","Intro Data Analytics & Visual","Xing","3.38","37.5","25","12.5","12.5","6.3","0","0","0","0","0","0","6.3","0","16","13163","  3"
"2021-22","Fall","CS","4704","Software Engineering Capstone","Noller","3.28","25","25","12.5","31.3","0","0","0","0","0","0","0","6.3","0","16","83137","  3"
"2021-22","Fall","CS","4824","Machine Learning","Hilal","3.19","25","25","6.3","25","6.3","0","0","0","6.3","6.3","0","0","1","16","92728","  3"
"2021-22","Spring","CS","4884","Comp Bio & Bioinfo Capstone","Murali","2.98","25","12.5","12.5","25","0","0","12.5","6.3","0","0","0","6.3","1","16","20365","  3"
"2012-13","Fall","CS","5704","Software Engineering","Tilevich","3.81","64.7","17.6","11.8","5.9","0","0","0","0","0","0","0","0","0","17","92022","  3"
"2012-13","Fall","CS","5774","User Interface Software","Perez-Quinonez","3.81","64.7","23.5","0","11.8","0","0","0","0","0","0","0","0","0","17","97519","  3"
"2012-13","Spring","CS","5754","Virtual Environments","Polys","3.66","47.1","29.4","5.9","5.9","11.8","0","0","0","0","0","0","0","0","17","18149","  3"
"2013-14","Fall","CS","1114","Intro to Software Design","Soundararajan","2.02","0","5.9","11.8","17.6","17.6","0","17.6","0","0","5.9","0","23.5","0","17","99143","  3"
"2013-14","Spring","CS","6604","TS:Digital Libraries","Fox","3.58","29.4","23.5","41.2","5.9","0","0","0","0","0","0","0","0","0","17","19905","  3"
"2014-15","Spring","CS","4974","Independent Study","Chung","3.47","62.5","0","0","18.8","0","0","18.8","0","0","0","0","0","0","16","12311","  3"
"2014-15","Spring","CS","4974","Independent Study","McQuain","3.47","62.5","0","0","18.8","0","0","18.8","0","0","0","0","0","0","16","12311","  3"
"2014-15","Spring","CS","4974","Independent Study","North","3.47","62.5","0","0","18.8","0","0","18.8","0","0","0","0","0","0","16","12311","  3"
"2014-15","Spring","CS","4974","Independent Study","Ribbens","3.47","62.5","0","0","18.8","0","0","18.8","0","0","0","0","0","0","16","12311","  3"
"2014-15","Spring","CS","5114","Theory of Algorithms","Kulczycki","3.5","11.8","47.1","29.4","0","11.8","0","0","0","0","0","0","0","0","17","20391","  3"
"2015-16","Fall","CS","5724","Models of HCI","Harrison","3.74","52.9","29.4","5.9","5.9","5.9","0","0","0","0","0","0","0","0","17","82225","  3"
"2015-16","Spring","CS","5704","Software Engineering","Meng","3.52","29.4","35.3","0","29.4","5.9","0","0","0","0","0","0","0","0","17","19517","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Irwin","1.55","0","0","5.9","17.6","5.9","11.8","0","11.8","0","11.8","11.8","23.5","8","17","20405","  3"
"2016-17","Fall","CS","4234","Parallel Computation","Feng","3.32","58.8","5.9","0","5.9","5.9","11.8","0","5.9","0","0","5.9","0","1","17","82478","  3"
"2016-17","Fall","CS","5724","Models of HCI","Harrison","3.75","64.7","17.6","5.9","0","11.8","0","0","0","0","0","0","0","0","17","82511","  3"
"2016-17","Fall","CS","5124","Algorithms in Bioinformatics","Zhang","3.84","47.1","52.9","0","0","0","0","0","0","0","0","0","0","0","17","88621","  3"
"2016-17","Fall","CS","5604","Info Storage and Ret","Fox","3.74","52.9","17.6","29.4","0","0","0","0","0","0","0","0","0","0","17","89096","  3"
"2016-17","Fall","CS","3604","Professionalism in Computing","Tatar","3.28","35.3","17.6","11.8","23.5","0","0","5.9","0","0","0","0","5.9","0","17","89192","  3"
"2016-17","Spring","CS","5744","Software Design and Quality","Pettit","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","0","17","12652","  3"
"2017-18","Fall","CS","4704","Software Engineering Capstone","Tilevich","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","82584","  3"
"2017-18","Spring","CS","2104","Intro to Problem Solving in CS","Barnette","2.84","11.8","23.5","5.9","29.4","11.8","0","0","5.9","0","0","0","11.8","3","17","19226","  3"
"2017-18","Spring","CS","5314","Programming Languages","Vergara","3.57","41.2","17.6","11.8","29.4","0","0","0","0","0","0","0","0","0","17","19270","  3"
"2019-20","Fall","CS","5204","Operating Systems","Butt","3.89","70.6","23.5","5.9","0","0","0","0","0","0","0","0","0","0","17","82900","  3"
"2019-20","Fall","CS","4984","Mod C++ Programming","Back","3.69","82.4","5.9","0","5.9","0","0","0","0","0","0","0","5.9","2","17","90109","  3"
"2019-20","Spring","CS","1054","Intro to Programming in Java","Barnette","2.95","11.8","29.4","5.9","5.9","23.5","11.8","5.9","0","0","0","0","5.9","0","17","12914","  3"
"2019-20","Spring","CS","4824","Machine Learning","Karpatne","3.25","47.1","5.9","17.6","5.9","0","11.8","5.9","0","0","0","0","5.9","0","17","13040","  3"
"2020-21","Fall","CS","4124","Theory of Computation","Watson","2.28","11.8","5.9","0","11.8","5.9","17.6","11.8","11.8","0","23.5","0","0","2","17","83039","  3"
"2020-21","Fall","CS","5045","Computation for Data Sciences","Heath","3.98","94.1","5.9","0","0","0","0","0","0","0","0","0","0","0","17","91162","  3"
"2020-21","Spring","CS","5704","Software Engineering","Balci","3.72","41.2","41.2","5.9","11.8","0","0","0","0","0","0","0","0","1","17","13305","  3"
"2020-21","Spring","CS","5754","Virtual Environments","Bowman","3.44","17.6","41.2","23.5","5.9","5.9","0","0","5.9","0","0","0","0","0","17","13308","  3"
"2021-22","Fall","CS","6604","Adv Tops Data & Info","Lu","3.66","35.3","29.4","35.3","0","0","0","0","0","0","0","0","0","0","17","91265","  3"
"2021-22","Fall","CS","6104","TS: Complex Networks","Heath","4","100","0","0","0","0","0","0","0","0","0","0","0","0","17","91302","  3"
"2021-22","Spring","CS","5560","Fundamentals of Info Security","Lou","3.68","47.1","17.6","29.4","5.9","0","0","0","0","0","0","0","0","0","17","13422","  3"
"2021-22","Spring","CS","3754","Cloud Software Development","Esakia","3.69","76.5","11.8","5.9","0","0","0","0","0","0","0","0","5.9","3","17","21603","  3"
"2021-22","Spring","CS","5804","Intro Artificial Intelligence","Chen","3.73","52.9","23.5","11.8","11.8","0","0","0","0","0","0","0","0","0","17","21958","  3"
"2021-22","Fall","CS","2304","TS: Kubernetes Programming","Irwin","3.65","71.2","11.5","3.8","3.8","3.8","0","0","1.9","0","0","0","3.8","4","52","93240","  1"
"2012-13","Spring","CS","1124","Intro to Media Computation","Harrison","3.08","11.1","27.8","16.7","16.7","11.1","11.1","0","0","0","0","0","5.6","0","18","12091","  3"
"2012-13","Spring","CS","4974","Independent Study","Arthur","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Barnette","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Gracanin","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Kafura","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Monti","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Onufriev","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Ribbens","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","4974","Independent Study","Zhang","3.8","88.9","5.6","0","0","0","0","0","0","0","0","5.6","0","0","18","12130","  3"
"2012-13","Spring","CS","5504","Computer Architecture","Cameron","3.53","33.3","33.3","0","22.2","11.1","0","0","0","0","0","0","0","0","18","12141","  3"
"2013-14","Spring","CS","3654","Intro Data Analytics & Visual","Smith","3.5","83.3","0","0","5.6","0","0","0","0","0","0","0","11.1","0","18","19930","  3"
"2014-15","Fall","CS","5204","Operating Systems","Butt","3.54","38.9","16.7","16.7","22.2","5.6","0","0","0","0","0","0","0","0","18","82174","  3"
"2014-15","Fall","CS","5314","Programming Languages","Edwards","3.67","66.7","0","0","33.3","0","0","0","0","0","0","0","0","0","18","82176","  3"
"2014-15","Fall","CS","5124","Algorithms in Bioinformatics","Zhang","3.44","16.7","22.2","38.9","22.2","0","0","0","0","0","0","0","0","0","18","88118","  3"
"2014-15","Spring","CS","5244","Internet Software","Oliva","3.53","44.4","11.1","27.8","5.6","5.6","0","5.6","0","0","0","0","0","0","18","16967","  3"
"2014-15","Spring","CS","4304","Compiler Design","Jung","2.86","5.6","11.1","22.2","22.2","0","33.3","0","0","0","5.6","0","0","0","18","19509","  3"
"2015-16","Fall","CS","1114","Intro to Software Design","Barnette","2.36","5.6","16.7","5.6","11.1","11.1","11.1","11.1","11.1","0","0","5.6","11.1","7","18","82163","  3"
"2015-16","Spring","CS","6704","TS:Software Refactoring","Tilevich","3.68","50","33.3","0","11.1","0","0","5.6","0","0","0","0","0","0","18","19520","  3"
"2016-17","Fall","CS","3414","Numerical Methods","Cao","3.11","16.7","27.8","5.6","16.7","11.1","5.6","5.6","11.1","0","0","0","0","1","18","82466","  3"
"2016-17","Spring","CS","5714","Usability Engineering","Hartson","4","100","0","0","0","0","0","0","0","0","0","0","0","0","18","12651","  3"
"2017-18","Fall","CS","3654","Intro Data Analytics & Visual","Lucero","3.58","44.4","27.8","5.6","5.6","11.1","5.6","0","0","0","0","0","0","1","18","82568","  3"
"2017-18","Fall","CS","5744","Software Design and Quality","Edwards","3.72","88.9","0","0","5.6","0","0","0","0","0","0","0","5.6","0","18","82618","  3"
"2017-18","Fall","CS","4984","SS: Social Computing Capstone","Mitra","3.55","27.8","38.9","16.7","0","16.7","0","0","0","0","0","0","0","0","18","90192","  3"
"2017-18","Spring","CS","4984","SS: Computing the Brain","Murali","3.57","33.3","22.2","33.3","5.6","5.6","0","0","0","0","0","0","0","0","18","19747","  3"
"2018-19","Fall","CS","4634","Design Of Information","Harrison","3.51","11.1","50","16.7","22.2","0","0","0","0","0","0","0","0","0","18","82730","  3"
"2018-19","Fall","CS","5114","Theory of Algorithms","Murali","3.32","16.7","22.2","16.7","27.8","16.7","0","0","0","0","0","0","0","0","18","82760","  3"
"2018-19","Spring","CS","5984","SS: Security Analytics","Viswanath","3.37","27.8","27.8","33.3","0","0","5.6","0","0","0","0","0","5.6","0","18","20248","  3"
"2019-20","Fall","CS","5984","SS:  Intro to Deep Learning","Reddy","3.59","27.8","33.3","27.8","11.1","0","0","0","0","0","0","0","0","0","18","91014","  3"
"2019-20","Spring","CS","3214","Computer Systems","Back","3.39","38.9","22.2","11.1","5.6","11.1","0","5.6","0","5.6","0","0","0","2","18","19677","  3"
"2019-20","Spring","CS","5764","Information Visualization","Hooshangi","3.88","66.7","27.8","5.6","0","0","0","0","0","0","0","0","0","0","18","21660","  3"
"2020-21","Fall","CS","5024","Ethics & Professionalism in CS","Lu","3.74","44.4","33.3","22.2","0","0","0","0","0","0","0","0","0","0","18","91921","  3"
"2021-22","Fall","CS","2164","Foundations Security Environ","Villacis Calderon","3.22","44.4","16.7","16.7","0","5.6","5.6","0","0","0","0","0","11.1","0","18","83071","  3"
"2021-22","Fall","CS","4224","Linux Kernel Programming","Min","3.48","66.7","5.6","11.1","5.6","0","0","0","0","5.6","0","0","5.6","0","18","83126","  3"
"2021-22","Spring","CS","2104","Intro to Problem Solving in CS","Emebo","2.95","27.8","16.7","5.6","27.8","0","0","5.6","0","0","5.6","5.6","5.6","0","18","13198","  3"
"2021-22","Spring","CS","4664","Data-Centric Computng Capstone","Elhamod","3.77","66.7","22.2","0","0","5.6","5.6","0","0","0","0","0","0","0","18","20355","  3"
"2021-22","Spring","CS","6204","TS: Computing and Social Good","Hasan","3.74","50","22.2","27.8","0","0","0","0","0","0","0","0","0","0","18","20449","  3"
"2012-13","Fall","CS","5764","Information Visualization","North","3.78","52.6","36.8","0","10.5","0","0","0","0","0","0","0","0","0","19","92026","  3"
"2013-14","Fall","CS","5724","Models of HCI","McCrickard","3.68","52.6","36.8","0","5.3","0","0","0","0","0","5.3","0","0","0","19","92126","  3"
"2013-14","Fall","CS","6724","TS:Visual Analytics","North","3.79","68.4","21.1","0","5.3","0","5.3","0","0","0","0","0","0","0","19","92142","  3"
"2013-14","Fall","CS","6604","TS:Computational Thinking","Kafura","3.97","89.5","10.5","0","0","0","0","0","0","0","0","0","0","0","19","98940","  3"
"2013-14","Spring","CS","6204","TS:Adv Top Sys & Net Security","Yao","3.81","73.7","5.3","15.8","0","5.3","0","0","0","0","0","0","0","0","19","19306","  3"
"2013-14","Spring","CS","5704","Software Engineering","Balci","3.73","42.1","42.1","5.3","10.5","0","0","0","0","0","0","0","0","0","19","19929","  3"
"2013-14","Spring","CS","5560","Network and Computer Security","Lou","3.79","57.9","21.1","21.1","0","0","0","0","0","0","0","0","0","0","19","20147","  3"
"2014-15","Fall","CS","2114","Softw Des & Data Structures","Barnette","3.42","21.1","42.1","10.5","15.8","5.3","0","0","0","0","5.3","0","0","0","19","82132","  3"
"2014-15","Fall","CS","5774","User Interface Software","Luther","3.9","73.7","21.1","5.3","0","0","0","0","0","0","0","0","0","0","19","88569","  3"
"2014-15","Fall","CS","5764","Information Visualization","North","3.85","63.2","31.6","0","5.3","0","0","0","0","0","0","0","0","0","19","88570","  3"
"2014-15","Fall","CS","5525","Data Analytics","Ramakrishnan","3.34","31.6","10.5","15.8","26.3","10.5","0","0","5.3","0","0","0","0","0","19","88701","  3"
"2014-15","Spring","CS","2114","Softw Des & Data Structures","Barnette","2.78","5.3","10.5","10.5","31.6","21.1","5.3","5.3","5.3","0","0","0","5.3","5","19","12274","  3"
"2015-16","Spring","CS","1114","Intro to Software Design","Edwards","2.58","21.1","0","26.3","0","5.3","21.1","0","0","5.3","10.5","10.5","0","6","19","12493","  3"
"2015-16","Spring","CS","5604","Info Storage and Ret","Fox","3.47","26.3","21.1","31.6","10.5","10.5","0","0","0","0","0","0","0","0","19","12565","  3"
"2015-16","Spring","CS","5744","Software Design and Quality","Pettit","3.73","63.2","5.3","26.3","0","5.3","0","0","0","0","0","0","0","0","19","12570","  3"
"2015-16","Spring","CS","5314","Programming Languages","Ryder","3.55","36.8","21.1","15.8","21.1","5.3","0","0","0","0","0","0","0","0","19","19516","  3"
"2016-17","Fall","CS","5244","Internet Software","Kulczycki","3.64","42.1","26.3","15.8","10.5","5.3","0","0","0","0","0","0","0","0","19","82496","  3"
"2016-17","Fall","CS","5525","Data Analytics","Reddy","3.48","31.6","21.1","10.5","31.6","5.3","0","0","0","0","0","0","0","0","19","89049","  3"
"2016-17","Spring","CS","4784","Human-Computer Interact Capstn","Kavanaugh","3.71","21.1","68.4","5.3","5.3","0","0","0","0","0","0","0","0","0","19","12625","  3"
"2017-18","Fall","CS","5244","Web Application Development","Kulczycki","3.25","26.3","10.5","10.5","26.3","21.1","0","5.3","0","0","0","0","0","0","19","82599","  3"
"2017-18","Fall","CS","5824","Advanced Machine Learning","Huang","3.88","84.2","5.3","0","10.5","0","0","0","0","0","0","0","0","0","19","82621","  3"
"2017-18","Spring","CS","4784","Human-Computer Interact Capstn","McCrickard","3.85","84.2","5.3","0","0","10.5","0","0","0","0","0","0","0","0","19","12750","  3"
"2018-19","Fall","CS","3824","Intro Comp Bio Bioinformatics","Heath","3.27","26.3","21.1","10.5","15.8","10.5","5.3","10.5","0","0","0","0","0","1","19","82722","  3"
"2019-20","Spring","CS","4884","Comp Bio & Bioinfo Capstone","Murali","3.74","57.9","15.8","21.1","0","5.3","0","0","0","0","0","0","0","0","19","13041","  3"
"2020-21","Fall","CS","4824","Machine Learning","Wyatt","2.65","5.3","10.5","10.5","26.3","10.5","15.8","5.3","0","5.3","5.3","5.3","0","0","19","83051","  3"
"2020-21","Spring","CS","6604","TS: CS Social Justice","Kafura","4","100","0","0","0","0","0","0","0","0","0","0","0","0","19","13389","  3"
"2021-22","Spring","CS","5234","Advanced Parallel Computation","Sandu","3.72","63.2","5.3","21.1","5.3","5.3","0","0","0","0","0","0","0","0","19","13413","  3"
"2012-13","Spring","CS","5234","Advanced Parallel Computation","Cao","3.46","20","35","15","25","0","5","0","0","0","0","0","0","0","20","12135","  3"
"2012-13","Spring","CS","5714","Usability Engineering","Perez-Quinonez","3.92","75","25","0","0","0","0","0","0","0","0","0","0","0","20","12146","  3"
"2012-13","Spring","CS","4284","Systems & Networking Capstone","Back","3.4","50","20","20","0","0","0","0","0","0","0","0","10","0","20","18148","  3"
"2013-14","Spring","CS","1124","Intro to Media Computation","Monti","2.81","15","5","10","35","5","5","15","0","0","10","0","0","2","20","12218","  3"
"2013-14","Spring","CS","1124","Intro to Media Computation","Monti","3.08","25","15","15","15","10","5","10","0","0","0","0","5","3","20","12219","  3"
"2013-14","Spring","CS","1124","Intro to Media Computation","Monti","2.95","25","10","5","20","10","15","10","0","0","0","0","5","0","20","20261","  3"
"2014-15","Fall","CS","1114","Intro to Software Design","Barnette","2.37","5","5","10","25","20","0","5","5","5","5","10","5","5","20","82124","  3"
"2014-15","Fall","CS","1114","Intro to Software Design","Soundararajan","2.67","10","20","20","5","15","5","0","5","5","5","0","10","9","20","89144","  3"
"2014-15","Fall","CS","1054","Intro to Programming in Java","Hafeez","3.24","30","40","10","5","0","0","0","5","0","0","0","10","0","20","89456","  3"
"2014-15","Spring","CS","2114","Softw Des & Data Structures","Barnette","3.16","5","30","20","15","25","0","0","0","5","0","0","0","1","20","12273","  3"
"2014-15","Spring","CS","2114","Softw Des & Data Structures","Fouh Mbindi","2.69","0","15","20","5","30","10","10","5","0","0","0","5","0","20","12275","  3"
